OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;WKT_LAT_LNG
2602;Wonen;3;1000;4.947.288;52.394.821;POINT(52.394821,4.947288)
2603;Wonen;9.4;2000;4.790.697;52.349.396;POINT(52.349396,4.790697)
2604;Wonen;6;1000;4.877.459;52.350.302;POINT(52.350302,4.877459)
2605;NietWonen;72;18000;4.913.615;52.381.457;POINT(52.381457,4.913615)
2606;Wonen;36;9000;4.881.019;52.352.442;POINT(52.352442,4.881019)
2607;Wonen;9.4;2000;499.052;52.300.534;POINT(52.300534,4.99052)
2608;Wonen;9.4;2000;4.888.094;52.411.409;POINT(52.411409,4.888094)
2609;Wonen;9.4;2000;4.994.377;52.298.023;POINT(52.298023,4.994377)
2610;Wonen;9.4;2000;4.807.283;52.343.928;POINT(52.343928,4.807283)
2611;Wonen;7;2000;4.993.356;52.293.967;POINT(52.293967,4.993356)
2612;Wonen;9.4;2000;4.785.792;52.346.168;POINT(52.346168,4.785792)
2613;Wonen;9.4;2000;4.928.023;52.391.428;POINT(52.391428,4.928023)
2614;Wonen;9.4;2000;4.761.502;52.380.303;POINT(52.380303,4.761502)
2615;Wonen;9.4;2000;4.770.383;52.351.569;POINT(52.351569,4.770383)
2616;Wonen;44;11000;49.352;52.361.786;POINT(52.361786,4.9352)
2617;Wonen;9.4;2000;5.019.834;52.303.301;POINT(52.303301,5.019834)
2618;Wonen;9.4;2000;499.121;5.235.378;POINT(52.35378,4.99121)
2619;Wonen;15;4000;4.878.935;52.354.188;POINT(52.354188,4.878935)
2620;Wonen;9.4;2000;4.796.538;52.383.231;POINT(52.383231,4.796538)
2621;Wonen;9.4;2000;4.863.238;52.324.872;POINT(52.324872,4.863238)
2622;NietWonen;4;1000;4.915.697;52.332.852;POINT(52.332852,4.915697)
2623;NietWonen;63;15000;4.910.981;5.240.741;POINT(52.40741,4.910981)
2624;Wonen;9.4;2000;4.897.328;52.417.051;POINT(52.417051,4.897328)
2625;Wonen;6;1000;49.914;52.356.161;POINT(52.356161,4.9914)
2626;NietWonen;9.4;2000;4.837.781;52.360.347;POINT(52.360347,4.837781)
2627;Wonen;9.4;2000;4.969.174;52.303.711;POINT(52.303711,4.969174)
2628;Wonen;9.4;2000;4.941.385;52.370.719;POINT(52.370719,4.941385)
2629;Wonen;9.4;2000;4.825.911;52.382.299;POINT(52.382299,4.825911)
2630;NietWonen;36;9000;4.933.424;52.391.301;POINT(52.391301,4.933424)
2631;Wonen;9.4;2000;4.872.049;52.323.338;POINT(52.323338,4.872049)
2632;NietWonen;7;2000;4.799.605;52.382.195;POINT(52.382195,4.799605)
2633;Wonen;9.4;2000;4.976.531;52.361.818;POINT(52.361818,4.976531)
2634;Wonen;9.4;2000;4.966.039;52.303.781;POINT(52.303781,4.966039)
2635;Wonen;9.4;2000;4.995.143;52.301.097;POINT(52.301097,4.995143)
2636;Wonen;13;3000;4.787.714;5.235.317;POINT(52.35317,4.787714)
2637;Wonen;9.4;2000;4.780.609;52.347.008;POINT(52.347008,4.780609)
2638;Wonen;9.4;2000;4.983.749;52.326.652;POINT(52.326652,4.983749)
2639;Wonen;9.4;2000;4.823.982;52.352.079;POINT(52.352079,4.823982)
2640;NietWonen;99;24000;4.819.809;52.379.841;POINT(52.379841,4.819809)
2641;NietWonen;30;8000;4.763.891;52.395.628;POINT(52.395628,4.763891)
2642;NietWonen;3;1000;4.939.829;52.358.869;POINT(52.358869,4.939829)
2643;Wonen;9.4;2000;4.979.197;5.232.709;POINT(52.32709,4.979197)
2644;Wonen;8;2000;4.935.257;52.355.428;POINT(52.355428,4.935257)
2645;NietWonen;9.4;2000;4.886.557;52.390.445;POINT(52.390445,4.886557)
2646;Wonen;9.4;2000;4.892.384;52.422.823;POINT(52.422823,4.892384)
2647;Wonen;66;17000;4.857.536;52.372.175;POINT(52.372175,4.857536)
2648;Wonen;9.4;2000;4.930.869;52.394.059;POINT(52.394059,4.930869)
2649;Wonen;9.4;2000;4.930.185;52.346.787;POINT(52.346787,4.930185)
2650;Wonen;9.4;2000;4.782.788;52.348.606;POINT(52.348606,4.782788)
2651;Wonen;9.4;2000;499.155;52.316.773;POINT(52.316773,4.99155)
2652;NietWonen;35;9000;4.910.426;52.406.511;POINT(52.406511,4.910426)
2653;Wonen;3;1000;4.810.521;5.237.239;POINT(52.37239,4.810521)
2654;NietWonen;62;15000;4.911.288;52.407.663;POINT(52.407663,4.911288)
2655;Wonen;9.4;2000;4.907.487;52.402.018;POINT(52.402018,4.907487)
2656;Wonen;9.4;2000;478.392;52.357.662;POINT(52.357662,4.78392)
2657;Wonen;9.4;2000;4.941.108;52.353.792;POINT(52.353792,4.941108)
2658;Wonen;9.4;2000;498.158;52.327.168;POINT(52.327168,4.98158)
2659;Wonen;9.4;2000;4.810.166;52.353.459;POINT(52.353459,4.810166)
2660;Wonen;3;1000;4.876.111;52.348.615;POINT(52.348615,4.876111)
2661;NietWonen;47;12000;483.558;5.236.757;POINT(52.36757,4.83558)
2662;Wonen;9.4;2000;4.968.986;52.299.053;POINT(52.299053,4.968986)
2663;Wonen;9.4;2000;4.998.266;52.300.942;POINT(52.300942,4.998266)
2664;Wonen;84;21000;4.949.841;52.365.798;POINT(52.365798,4.949841)
2665;Wonen;9.4;2000;4.824.765;52.360.623;POINT(52.360623,4.824765)
2666;NietWonen;73;18000;4.948.173;52.374.812;POINT(52.374812,4.948173)
2667;Wonen;9.4;2000;4.821.978;52.361.282;POINT(52.361282,4.821978)
2668;Wonen;9.4;2000;4.954.083;52.390.095;POINT(52.390095,4.954083)
2669;Wonen;9.4;2000;4.805.626;52.342.373;POINT(52.342373,4.805626)
2670;Wonen;9.4;2000;4.989.509;52.318.036;POINT(52.318036,4.989509)
2671;Wonen;9.4;2000;479.226;5.234.818;POINT(52.34818,4.79226)
2672;Wonen;9.4;2000;499.248;52.299.475;POINT(52.299475,4.99248)
2673;Wonen;8;2000;4.832.043;52.364.854;POINT(52.364854,4.832043)
2674;NietWonen;163;40000;4.887.372;52.335.709;POINT(52.335709,4.887372)
2675;Wonen;3;1000;4.855.125;523.724;POINT(52.3724,4.855125)
2676;Wonen;9.4;2000;4.787.996;52.351.644;POINT(52.351644,4.787996)
2677;Wonen;9.4;2000;4.780.795;52.349.068;POINT(52.349068,4.780795)
2678;Wonen;9.4;2000;4.792.442;52.379.227;POINT(52.379227,4.792442)
2679;Wonen;9.4;2000;4.989.637;52.318.068;POINT(52.318068,4.989637)
2680;NietWonen;22;6000;4.763.893;52.394.971;POINT(52.394971,4.763893)
2681;NietWonen;6;1000;4.851.785;52.376.743;POINT(52.376743,4.851785)
2682;Wonen;9.4;2000;4.832.571;52.383.534;POINT(52.383534,4.832571)
2683;Wonen;6;1000;4.940.815;5.237.278;POINT(52.37278,4.940815)
2684;Wonen;9.4;2000;4.924.573;52.347.782;POINT(52.347782,4.924573)
2685;NietWonen;12;3000;4.898.178;52.357.124;POINT(52.357124,4.898178)
2686;Wonen;9.4;2000;4.773.151;52.350.473;POINT(52.350473,4.773151)
2687;Wonen;8;2000;4.780.463;52.351.918;POINT(52.351918,4.780463)
2688;Wonen;9.4;2000;4.888.715;52.422.619;POINT(52.422619,4.888715)
2689;Wonen;9.4;2000;4.782.692;52.346.494;POINT(52.346494,4.782692)
2690;Wonen;9.4;2000;4.826;52.343.996;POINT(52.343996,4.826)
2691;Wonen;19;5000;4.831.058;52.364.843;POINT(52.364843,4.831058)
2692;Wonen;9.4;2000;4.823.413;52.343.469;POINT(52.343469,4.823413)
2693;Wonen;9.4;2000;4.901.746;52.419.953;POINT(52.419953,4.901746)
2694;Wonen;5;1000;4.919.933;52.402.154;POINT(52.402154,4.919933)
2695;NietWonen;24;6000;4.946.981;52.346.111;POINT(52.346111,4.946981)
2696;Wonen;9.4;2000;4.988.658;52.321.812;POINT(52.321812,4.988658)
2697;Wonen;9.4;2000;4.998.002;52.300.941;POINT(52.300941,4.998002)
2698;Wonen;24;6000;4.869.222;52.383;POINT(52.383,4.869222)
2699;Wonen;9.4;2000;4.783.052;52.346.362;POINT(52.346362,4.783052)
2700;Wonen;9.4;2000;4.978.069;52.327.139;POINT(52.327139,4.978069)
2701;NietWonen;10;2000;4.923.634;52.359.431;POINT(52.359431,4.923634)
2702;Wonen;9.4;2000;4.981.187;52.361.597;POINT(52.361597,4.981187)
2703;Wonen;9.4;2000;4.907.957;5.240.195;POINT(52.40195,4.907957)
2704;NietWonen;99;24000;4.947.943;52.343.445;POINT(52.343445,4.947943)
2705;Wonen;9.4;2000;4.991.313;52.300.168;POINT(52.300168,4.991313)
2706;Wonen;9.4;2000;4.981.864;52.328.265;POINT(52.328265,4.981864)
2707;Wonen;9.4;2000;4.963.106;52.307.823;POINT(52.307823,4.963106)
2708;Wonen;9.4;2000;4.811.671;52.353.763;POINT(52.353763,4.811671)
2709;Wonen;9.4;2000;4.991.918;5.235.927;POINT(52.35927,4.991918)
2710;Wonen;9.4;2000;4.819.355;52.346.735;POINT(52.346735,4.819355)
2711;Wonen;11;3000;4.832.025;52.365.493;POINT(52.365493,4.832025)
2712;NietWonen;32;8000;4.976.615;5.230.159;POINT(52.30159,4.976615)
2713;NietWonen;26;6000;4.857.841;52.380.223;POINT(52.380223,4.857841)
2714;Wonen;9.4;2000;4.803.003;52.342.705;POINT(52.342705,4.803003)
2715;Wonen;9.4;2000;5.010.865;52.307.105;POINT(52.307105,5.010865)
2716;Wonen;8;2000;4.828.247;52.364.276;POINT(52.364276,4.828247)
2717;Wonen;9.4;2000;4.984.479;52.325.227;POINT(52.325227,4.984479)
2718;Wonen;5;1000;4.819.082;5.237.463;POINT(52.37463,4.819082)
2719;NietWonen;9;2000;4.863.943;52.387.866;POINT(52.387866,4.863943)
2720;Wonen;5;1000;4.851.455;52.377.329;POINT(52.377329,4.851455)
2721;Wonen;9.4;2000;4.902.573;52.409.788;POINT(52.409788,4.902573)
2722;Wonen;26;6000;4.913.616;52.350.569;POINT(52.350569,4.913616)
2723;Wonen;7;2000;4.865.499;52.374.678;POINT(52.374678,4.865499)
2724;Wonen;9.4;2000;4.832.998;52.368.088;POINT(52.368088,4.832998)
2725;Wonen;9.4;2000;496.245;52.308.637;POINT(52.308637,4.96245)
2726;Wonen;9.4;2000;4.783.188;52.346.003;POINT(52.346003,4.783188)
2727;Wonen;9.4;2000;4.982.337;52.327.483;POINT(52.327483,4.982337)
2728;Wonen;9.4;2000;47.936;52.346.554;POINT(52.346554,4.7936)
2729;Wonen;9.4;2000;4.885.429;52.416.443;POINT(52.416443,4.885429)
2730;Wonen;3;1000;4.909.331;52.342.689;POINT(52.342689,4.909331)
2731;Wonen;9.4;2000;4.857.803;52.330.501;POINT(52.330501,4.857803)
2732;Wonen;14;3000;491.171;52.408.045;POINT(52.408045,4.91171)
2733;Wonen;9.4;2000;4.863.715;52.331.093;POINT(52.331093,4.863715)
2734;NietWonen;45;11000;4.835.379;52.365.368;POINT(52.365368,4.835379)
2735;Wonen;9.4;2000;4.865.342;52.331.145;POINT(52.331145,4.865342)
2736;Wonen;9.4;2000;4.906.828;52.389.775;POINT(52.389775,4.906828)
2737;Wonen;9.4;2000;4.787.895;52.344.092;POINT(52.344092,4.787895)
2738;Wonen;9.4;2000;489.066;52.422.796;POINT(52.422796,4.89066)
2739;Wonen;5;1000;4.849.095;5.237.402;POINT(52.37402,4.849095)
2740;Wonen;3;1000;4.909.346;52.341.403;POINT(52.341403,4.909346)
2741;NietWonen;9.4;2000;4.847.088;52.349.284;POINT(52.349284,4.847088)
2742;Wonen;9.4;2000;487.384;5.234.377;POINT(52.34377,4.87384)
2743;Wonen;9.4;2000;4.810.042;52.380.053;POINT(52.380053,4.810042)
2744;Wonen;12;3000;4.899.741;52.347.951;POINT(52.347951,4.899741)
2745;NietWonen;30;8000;4.764.078;52.395.385;POINT(52.395385,4.764078)
2746;Wonen;9.4;2000;4.968.789;52.303.327;POINT(52.303327,4.968789)
2747;Wonen;9.4;2000;5.013.992;52.307.232;POINT(52.307232,5.013992)
2748;Wonen;9.4;2000;4.826.272;52.361.694;POINT(52.361694,4.826272)
2749;Wonen;9.4;2000;499.336;52.295.647;POINT(52.295647,4.99336)
2750;Wonen;3;1000;4.922.685;52.352.322;POINT(52.352322,4.922685)
2751;Wonen;9.4;2000;4.982.216;52.327.969;POINT(52.327969,4.982216)
2752;Wonen;9.4;2000;4.980.863;52.296.948;POINT(52.296948,4.980863)
2753;NietWonen;24;6000;4.858.631;52.380.735;POINT(52.380735,4.858631)
2754;Wonen;9.4;2000;4.854.843;52.352.783;POINT(52.352783,4.854843)
2755;Wonen;9.4;2000;4.980.545;52.360.664;POINT(52.360664,4.980545)
2756;Wonen;9.4;2000;4.942.687;52.373.807;POINT(52.373807,4.942687)
2757;Wonen;9.4;2000;4.975.596;5.231.082;POINT(52.31082,4.975596)
2758;Wonen;7;2000;4.884.322;5.235.513;POINT(52.35513,4.884322)
2759;Wonen;9.4;2000;499.818;52.356.163;POINT(52.356163,4.99818)
2760;Wonen;9.4;2000;4.814.183;52.349.475;POINT(52.349475,4.814183)
2761;Wonen;6;1000;4.905.122;52.351.212;POINT(52.351212,4.905122)
2762;Wonen;9.4;2000;4.999.294;52.298.812;POINT(52.298812,4.999294)
2763;Wonen;9.4;2000;4.832.316;52.383.259;POINT(52.383259,4.832316)
2764;Wonen;9.4;2000;4.825.581;5.235.938;POINT(52.35938,4.825581)
2765;Wonen;9.4;2000;486.423;52.324.547;POINT(52.324547,4.86423)
2766;Wonen;9.4;2000;4.965.411;52.324.461;POINT(52.324461,4.965411)
2767;Wonen;9;2000;4.907.971;52.342.614;POINT(52.342614,4.907971)
2768;Wonen;20;5000;4.960.641;52.410.667;POINT(52.410667,4.960641)
2769;Wonen;9.4;2000;487.366;52.323.204;POINT(52.323204,4.87366)
2770;NietWonen;6;2000;4.905.186;52.402.715;POINT(52.402715,4.905186)
2771;Wonen;9.4;2000;4.824.188;52.343.442;POINT(52.343442,4.824188)
2772;NietWonen;25;6000;4.764.263;52.394.972;POINT(52.394972,4.764263)
2773;Wonen;9.4;2000;4.961.288;52.316.253;POINT(52.316253,4.961288)
2774;Wonen;2;0;4.850.974;52.377.288;POINT(52.377288,4.850974)
2775;NietWonen;12;3000;4.858.376;52.381.041;POINT(52.381041,4.858376)
2776;Wonen;9.4;2000;4.791.792;52.378.549;POINT(52.378549,4.791792)
2777;Wonen;6;1000;4.916.335;52.383.323;POINT(52.383323,4.916335)
2778;Wonen;9.4;2000;4.998.827;52.351.817;POINT(52.351817,4.998827)
2779;Wonen;8;2000;4.909.234;52.347.484;POINT(52.347484,4.909234)
2780;Wonen;3;1000;4.937.428;52.353.658;POINT(52.353658,4.937428)
2781;Wonen;9.4;2000;498.015;523.605;POINT(52.3605,4.98015)
2782;Wonen;9.4;2000;499.837;52.356.061;POINT(52.356061,4.99837)
2783;Wonen;9.4;2000;4.894.874;52.424.036;POINT(52.424036,4.894874)
2784;Wonen;9.4;2000;486.505;52.325.059;POINT(52.325059,4.86505)
2785;NietWonen;55;13000;4.931.818;52.363.031;POINT(52.363031,4.931818)
2786;NietWonen;25;6000;4.877.644;5.235.462;POINT(52.35462,4.877644)
2787;Wonen;9.4;2000;4.789.551;52.347.347;POINT(52.347347,4.789551)
2788;Wonen;9.4;2000;4.860.752;52.325.057;POINT(52.325057,4.860752)
2789;NietWonen;291;71000;4.802.693;52.382.859;POINT(52.382859,4.802693)
2790;NietWonen;9.4;2000;4.955.903;52.317.419;POINT(52.317419,4.955903)
2791;NietWonen;82;20000;4.917.653;52.349.932;POINT(52.349932,4.917653)
2792;Wonen;9.4;2000;4.824.057;52.360.682;POINT(52.360682,4.824057)
2793;Wonen;9.4;2000;4.956.507;52.388.878;POINT(52.388878,4.956507)
2794;Wonen;9.4;2000;4.888.911;52.410.119;POINT(52.410119,4.888911)
2795;NietWonen;31;8000;4.867.914;52.341.989;POINT(52.341989,4.867914)
2796;Wonen;9.4;2000;4.793.666;52.346.527;POINT(52.346527,4.793666)
2797;NietWonen;24;6000;4.849.763;52.381.304;POINT(52.381304,4.849763)
2798;Wonen;28;7000;4.881.508;52.417.677;POINT(52.417677,4.881508)
2799;Wonen;6;1000;4.905.699;52.402.876;POINT(52.402876,4.905699)
2800;Wonen;63;15000;4.875.003;5.238.044;POINT(52.38044,4.875003)
2801;Wonen;9.4;2000;499.139;52.300.398;POINT(52.300398,4.99139)
2802;NietWonen;29;7000;5.007.519;52.351.609;POINT(52.351609,5.007519)
2803;Wonen;9.4;2000;4.990.517;52.300.805;POINT(52.300805,4.990517)
2804;Wonen;9.4;2000;488.397;52.418.339;POINT(52.418339,4.88397)
2805;Wonen;9.4;2000;4.937.632;52.347.602;POINT(52.347602,4.937632)
2806;NietWonen;3;1000;4.909.392;52.394.212;POINT(52.394212,4.909392)
2807;Wonen;24;6000;486.284;52.368.958;POINT(52.368958,4.86284)
2808;NietWonen;23;6000;4.764.171;52.395.213;POINT(52.395213,4.764171)
2809;Wonen;9.4;2000;4.983.604;52.323.425;POINT(52.323425,4.983604)
2810;Wonen;3;1000;4.909.275;5.234.285;POINT(52.34285,4.909275)
2811;Wonen;3;1000;4.943.956;52.361.224;POINT(52.361224,4.943956)
2812;NietWonen;21;5000;4.764.078;52.394.971;POINT(52.394971,4.764078)
2813;Wonen;9.4;2000;4.826.234;52.343.473;POINT(52.343473,4.826234)
2814;Wonen;6;2000;486.273;52.374.154;POINT(52.374154,4.86273)
2815;Wonen;9.4;2000;4.793.799;52.346.474;POINT(52.346474,4.793799)
2816;NietWonen;8;2000;5.009.441;52.350.164;POINT(52.350164,5.009441)
2817;Wonen;9.4;2000;4.994.344;52.300.956;POINT(52.300956,4.994344)
2818;Wonen;59;14000;498.292;52.321.153;POINT(52.321153,4.98292)
2819;Wonen;9.4;2000;4.804.193;52.351.562;POINT(52.351562,4.804193)
2820;Wonen;9.4;2000;4.909.291;52.405.662;POINT(52.405662,4.909291)
2821;NietWonen;3;1000;4.854.798;52.371.007;POINT(52.371007,4.854798)
2822;Wonen;9.4;2000;4.996.167;52.297.466;POINT(52.297466,4.996167)
2823;Wonen;9.4;2000;4.806.226;52.351.662;POINT(52.351662,4.806226)
2824;Wonen;9.4;2000;4.778.981;52.350.234;POINT(52.350234,4.778981)
2825;Wonen;9.4;2000;4.861.031;52.331.109;POINT(52.331109,4.861031)
